Date,Country,Continent,Population,Weekly_New_Cases,Weekly_New_Deaths,Cumulative_Cases,Cumulative_Deaths,Cases_Per_Million,Deaths_Per_Million,Case_Fatality_Rate_Pct,Vaccinated_Pct,Recovery_Rate_Pct
2021-04-18,United States,North America,331000000,2502,25,1226380,20352,3705.08,61.49,1.66,7.4,98.34
2021-04-25,United States,North America,331000000,2806,45,1229186,20397,3713.55,61.62,1.659,8.97,98.34
2021-05-02,United States,North America,331000000,5567,54,1234753,20451,3730.37,61.79,1.656,10.68,98.34
2021-05-09,United States,North America,331000000,6664,99,1241417,20550,3750.5,62.08,1.655,12.44,98.34
2021-05-16,United States,North America,331000000,8893,102,1250310,20652,3777.37,62.39,1.652,13.86,98.35
2021-05-23,United States,North America,331000000,9942,201,1260252,20853,3807.41,63.0,1.655,15.09,98.34
2021-05-30,United States,North America,331000000,10458,230,1270710,21083,3839.0,63.69,1.659,16.74,98.34
2021-06-06,United States,North America,331000000,11748,258,1282458,21341,3874.5,64.47,1.664,18.05,98.34
2021-06-13,United States,North America,331000000,9213,172,1291671,21513,3902.33,64.99,1.666,19.8,98.33
2021-06-20,United States,North America,331000000,10603,190,1302274,21703,3934.36,65.57,1.667,21.41,98.33
2021-06-27,United States,North America,331000000,12490,251,1314764,21954,3972.1,66.33,1.67,23.15,98.33
2021-07-04,United States,North America,331000000,14804,254,1329568,22208,4016.82,67.09,1.67,24.61,98.33
2021-07-11,United States,North America,331000000,15350,215,1344918,22423,4063.2,67.74,1.667,26.05,98.33
2021-07-18,United States,North America,331000000,15826,144,1360744,22567,4111.01,68.18,1.658,27.38,98.34
2021-07-25,United States,North America,331000000,16780,257,1377524,22824,4161.7,68.95,1.657,28.78,98.34
2021-08-01,United States,North America,331000000,19530,386,1397054,23210,4220.71,70.12,1.661,30.08,98.34
2021-08-08,United States,North America,331000000,21992,361,1419046,23571,4287.15,71.21,1.661,31.73,98.34
2021-08-15,United States,North America,331000000,19469,485,1438515,24056,4345.97,72.68,1.672,33.38,98.33
2021-08-22,United States,North America,331000000,21746,461,1460261,24517,4411.66,74.07,1.679,34.67,98.32
2021-08-29,United States,North America,331000000,16454,331,1476715,24848,4461.37,75.07,1.683,36.16,98.32
2021-09-05,United States,North America,331000000,23768,231,1500483,25079,4533.18,75.77,1.671,37.68,98.33
2021-09-12,United States,North America,331000000,19656,309,1520139,25388,4592.56,76.7,1.67,39.25,98.33
2021-09-19,United States,North America,331000000,21765,373,1541904,25761,4658.32,77.83,1.671,40.74,98.33
2021-09-26,United States,North America,331000000,21019,443,1562923,26204,4721.82,79.17,1.677,41.95,98.32
2021-10-03,United States,North America,331000000,24030,423,1586953,26627,4794.42,80.44,1.678,43.58,98.32
2021-10-10,United States,North America,331000000,24477,539,1611430,27166,4868.37,82.07,1.686,45.35,98.31
2021-10-17,United States,North America,331000000,21258,252,1632688,27418,4932.59,82.83,1.679,46.81,98.32
2021-10-24,United States,North America,331000000,20776,383,1653464,27801,4995.36,83.99,1.681,48.55,98.32
2021-10-31,United States,North America,331000000,18874,183,1672338,27984,5052.38,84.54,1.673,49.91,98.33
2021-11-07,United States,North America,331000000,27633,499,1699971,28483,5135.86,86.05,1.675,51.17,98.33
2021-11-14,United States,North America,331000000,30694,657,1730665,29140,5228.6,88.04,1.684,52.38,98.32
2021-11-21,United States,North America,331000000,26927,568,1757592,29708,5309.95,89.75,1.69,53.81,98.31
2021-11-28,United States,North America,331000000,18382,171,1775974,29879,5365.48,90.27,1.682,55.07,98.32
2021-12-05,United States,North America,331000000,29942,703,1805916,30582,5455.94,92.39,1.693,56.34,98.31
2021-12-12,United States,North America,331000000,20944,226,1826860,30808,5519.21,93.08,1.686,57.65,98.31
2021-12-19,United States,North America,331000000,29905,408,1856765,31216,5609.56,94.31,1.681,59.04,98.32
2021-12-26,United States,North America,331000000,20750,380,1877515,31596,5672.25,95.46,1.683,60.47,98.32
2022-01-02,United States,North America,331000000,28325,325,1905840,31921,5757.82,96.44,1.675,62.14,98.33
2022-01-09,United States,North America,331000000,26089,259,1931929,32180,5836.64,97.22,1.666,63.59,98.33
2022-01-16,United States,North America,331000000,29693,703,1961622,32883,5926.35,99.34,1.676,65.07,98.32
2022-01-23,United States,North America,331000000,23874,563,1985496,33446,5998.48,101.05,1.685,66.62,98.31
2022-01-30,United States,North America,331000000,17192,404,2002688,33850,6050.42,102.27,1.69,67.97,98.31
2022-02-06,United States,North America,331000000,24685,266,2027373,34116,6124.99,103.07,1.683,69.19,98.32
2022-02-13,United States,North America,331000000,20618,438,2047991,34554,6187.28,104.39,1.687,70.56,98.31
2022-02-20,United States,North America,331000000,19032,221,2067023,34775,6244.78,105.06,1.682,72.07,98.32
2022-02-27,United States,North America,331000000,28875,456,2095898,35231,6332.02,106.44,1.681,73.6,98.32
2022-03-06,United States,North America,331000000,26788,457,2122686,35688,6412.95,107.82,1.681,74.91,98.32
2022-03-13,United States,North America,331000000,18957,251,2141643,35939,6470.22,108.58,1.678,76.35,98.32
2022-03-20,United States,North America,331000000,20119,434,2161762,36373,6531.0,109.89,1.683,77.76,98.32
2022-03-27,United States,North America,331000000,20118,374,2181880,36747,6591.78,111.02,1.684,79.19,98.32
2022-04-03,United States,North America,331000000,23975,431,2205855,37178,6664.21,112.32,1.685,80.56,98.31
2022-04-10,United States,North America,331000000,21844,370,2227699,37548,6730.21,113.44,1.686,82.08,98.31
2022-04-17,United States,North America,331000000,18532,304,2246231,37852,6786.2,114.36,1.685,83.74,98.31
2022-04-24,United States,North America,331000000,13795,188,2260026,38040,6827.87,114.92,1.683,84.99,98.32
2022-05-01,United States,North America,331000000,20102,253,2280128,38293,6888.6,115.69,1.679,86.73,98.32
2022-05-08,United States,North America,331000000,17040,368,2297168,38661,6940.08,116.8,1.683,88.51,98.32
2022-05-15,United States,North America,331000000,19355,440,2316523,39101,6998.56,118.13,1.688,89.96,98.31
2022-05-22,United States,North America,331000000,15842,195,2332365,39296,7046.42,118.72,1.685,91.28,98.31
2022-05-29,United States,North America,331000000,14687,266,2347052,39562,7090.79,119.52,1.686,92.0,98.31
2022-06-05,United States,North America,331000000,14976,345,2362028,39907,7136.04,120.56,1.69,92.0,98.31
2022-06-12,United States,North America,331000000,17038,369,2379066,40276,7187.51,121.68,1.693,92.0,98.31
2022-06-19,United States,North America,331000000,16670,362,2395736,40638,7237.87,122.77,1.696,92.0,98.3
2022-06-26,United States,North America,331000000,20693,215,2416429,40853,7300.39,123.42,1.691,92.0,98.31
2022-07-03,United States,North America,331000000,15167,143,2431596,40996,7346.21,123.85,1.686,92.0,98.31
2022-07-10,United States,North America,331000000,20045,449,2451641,41445,7406.77,125.21,1.691,92.0,98.31
2022-07-17,United States,North America,331000000,22238,420,2473879,41865,7473.95,126.48,1.692,92.0,98.31
2022-07-24,United States,North America,331000000,23307,433,2497186,42298,7544.37,127.79,1.694,92.0,98.31
2022-07-31,United States,North America,331000000,22987,325,2520173,42623,7613.82,128.77,1.691,92.0,98.31
2022-08-07,United States,North America,331000000,23662,328,2543835,42951,7685.3,129.76,1.688,92.0,98.31
2022-08-14,United States,North America,331000000,18562,420,2562397,43371,7741.38,131.03,1.693,92.0,98.31
2022-08-21,United States,North America,331000000,26572,564,2588969,43935,7821.66,132.73,1.697,92.0,98.3
2022-08-28,United States,North America,331000000,21941,543,2610910,44478,7887.95,134.37,1.704,92.0,98.3
2022-09-04,United States,North America,331000000,17400,282,2628310,44760,7940.51,135.23,1.703,92.0,98.3
2022-09-11,United States,North America,331000000,25033,497,2653343,45257,8016.14,136.73,1.706,92.0,98.29
2022-09-18,United States,North America,331000000,18437,349,2671780,45606,8071.84,137.78,1.707,92.0,98.29
2022-09-25,United States,North America,331000000,17523,408,2689303,46014,8124.78,139.02,1.711,92.0,98.29
2022-10-02,United States,North America,331000000,25242,554,2714545,46568,8201.04,140.69,1.715,92.0,98.28
2022-10-09,United States,North America,331000000,27304,449,2741849,47017,8283.53,142.05,1.715,92.0,98.28
2022-10-16,United States,North America,331000000,21830,359,2763679,47376,8349.48,143.13,1.714,92.0,98.29
2022-10-23,United States,North America,331000000,17793,184,2781472,47560,8403.24,143.69,1.71,92.0,98.29
2022-10-30,United States,North America,331000000,20118,411,2801590,47971,8464.02,144.93,1.712,92.0,98.29
2022-11-06,United States,North America,331000000,25334,415,2826924,48386,8540.56,146.18,1.712,92.0,98.29
2022-11-13,United States,North America,331000000,28250,420,2855174,48806,8625.9,147.45,1.709,92.0,98.29
2022-11-20,United States,North America,331000000,22371,313,2877545,49119,8693.49,148.4,1.707,92.0,98.29
2022-11-27,United States,North America,331000000,18977,180,2896522,49299,8750.82,148.94,1.702,92.0,98.3
2022-12-04,United States,North America,331000000,17272,383,2913794,49682,8803.0,150.1,1.705,92.0,98.3
2022-12-11,United States,North America,331000000,28945,586,2942739,50268,8890.45,151.87,1.708,92.0,98.29
2022-12-18,United States,North America,331000000,29180,430,2971919,50698,8978.61,153.17,1.706,92.0,98.29
2022-12-25,United States,North America,331000000,17773,288,2989692,50986,9032.3,154.04,1.705,92.0,98.3
2023-01-01,United States,North America,331000000,23026,247,3012718,51233,9101.87,154.78,1.701,92.0,98.3
2023-01-08,United States,North America,331000000,26786,649,3039504,51882,9182.79,156.74,1.707,92.0,98.29
2023-01-15,United States,North America,331000000,23438,376,3062942,52258,9253.6,157.88,1.706,92.0,98.29
2023-01-22,United States,North America,331000000,19519,293,3082461,52551,9312.57,158.76,1.705,92.0,98.3
2023-01-29,United States,North America,331000000,22230,351,3104691,52902,9379.73,159.82,1.704,92.0,98.3
2023-02-05,United States,North America,331000000,15317,123,3120008,53025,9426.01,160.2,1.7,92.0,98.3
2023-02-12,United States,North America,331000000,14061,137,3134069,53162,9468.49,160.61,1.696,92.0,98.3
2023-02-19,United States,North America,331000000,23027,560,3157096,53722,9538.05,162.3,1.702,92.0,98.3
2023-02-26,United States,North America,331000000,21000,354,3178096,54076,9601.5,163.37,1.702,92.0,98.3
2023-03-05,United States,North America,331000000,23218,485,3201314,54561,9671.64,164.84,1.704,92.0,98.3
2023-03-12,United States,North America,331000000,20268,411,3221582,54972,9732.88,166.08,1.706,92.0,98.29
2023-03-19,United States,North America,331000000,21690,506,3243272,55478,9798.4,167.61,1.711,92.0,98.29
2023-03-26,United States,North America,331000000,17960,159,3261232,55637,9852.66,168.09,1.706,92.0,98.29
2023-04-02,United States,North America,331000000,11130,200,3272362,55837,9886.29,168.69,1.706,92.0,98.29
2023-04-09,United States,North America,331000000,14999,240,3287361,56077,9931.6,169.42,1.706,92.0,98.29
2023-04-16,United States,North America,331000000,10562,215,3297923,56292,9963.51,170.07,1.707,92.0,98.29
2023-04-23,United States,North America,331000000,9852,149,3307775,56441,9993.28,170.52,1.706,92.0,98.29
2023-04-30,United States,North America,331000000,13665,122,3321440,56563,10034.56,170.89,1.703,92.0,98.3
2023-05-07,United States,North America,331000000,11140,211,3332580,56774,10068.22,171.52,1.704,92.0,98.3
2023-05-14,United States,North America,331000000,9230,161,3341810,56935,10096.1,172.01,1.704,92.0,98.3
2023-05-21,United States,North America,331000000,11173,190,3352983,57125,10129.86,172.58,1.704,92.0,98.3
2023-05-28,United States,North America,331000000,7622,135,3360605,57260,10152.89,172.99,1.704,92.0,98.3
2023-06-04,United States,North America,331000000,7311,140,3367916,57400,10174.97,173.41,1.704,92.0,98.3
2023-06-11,United States,North America,331000000,7013,106,3374929,57506,10196.16,173.73,1.704,92.0,98.3
2023-06-18,United States,North America,331000000,6364,100,3381293,57606,10215.39,174.04,1.704,92.0,98.3
2023-06-25,United States,North America,331000000,4513,50,3385806,57656,10229.02,174.19,1.703,92.0,98.3
2023-07-02,United States,North America,331000000,7788,71,3393594,57727,10252.55,174.4,1.701,92.0,98.3
2023-07-09,United States,North America,331000000,4321,41,3397915,57768,10265.6,174.53,1.7,92.0,98.3
2023-07-16,United States,North America,331000000,5551,99,3403466,57867,10282.37,174.82,1.7,92.0,98.3
2023-07-23,United States,North America,331000000,4998,47,3408464,57914,10297.47,174.97,1.699,92.0,98.3
2023-07-30,United States,North America,331000000,5085,103,3413549,58017,10312.84,175.28,1.7,92.0,98.3
2023-08-06,United States,North America,331000000,4612,60,3418161,58077,10326.77,175.46,1.699,92.0,98.3
2023-08-13,United States,North America,331000000,4953,89,3423114,58166,10341.73,175.73,1.699,92.0,98.3
2023-08-20,United States,North America,331000000,5956,52,3429070,58218,10359.73,175.89,1.698,92.0,98.3
2023-08-27,United States,North America,331000000,5490,55,3434560,58273,10376.31,176.05,1.697,92.0,98.3
2023-09-03,United States,North America,331000000,8201,101,3442761,58374,10401.09,176.36,1.696,92.0,98.3
2023-09-10,United States,North America,331000000,10359,238,3453120,58612,10432.39,177.08,1.697,92.0,98.3
2023-09-17,United States,North America,331000000,11304,280,3464424,58892,10466.54,177.92,1.7,92.0,98.3
2023-09-24,United States,North America,331000000,7503,111,3471927,59003,10489.21,178.26,1.699,92.0,98.3
2023-10-01,United States,North America,331000000,9383,207,3481310,59210,10517.55,178.88,1.701,92.0,98.3
2023-10-08,United States,North America,331000000,8894,129,3490204,59339,10544.42,179.27,1.7,92.0,98.3
2023-10-15,United States,North America,331000000,16843,371,3507047,59710,10595.31,180.39,1.703,92.0,98.3
2023-10-22,United States,North America,331000000,15305,178,3522352,59888,10641.55,180.93,1.7,92.0,98.3
2023-10-29,United States,North America,331000000,16044,271,3538396,60159,10690.02,181.75,1.7,92.0,98.3
2023-11-05,United States,North America,331000000,16242,265,3554638,60424,10739.09,182.55,1.7,92.0,98.3
2023-11-12,United States,North America,331000000,21060,334,3575698,60758,10802.71,183.56,1.699,92.0,98.3
2023-11-19,United States,North America,331000000,20546,176,3596244,60934,10864.79,184.09,1.694,92.0,98.31
2023-11-26,United States,North America,331000000,22787,359,3619031,61293,10933.63,185.18,1.694,92.0,98.31
2023-12-03,United States,North America,331000000,16895,272,3635926,61565,10984.67,186.0,1.693,92.0,98.31
2023-12-10,United States,North America,331000000,24647,212,3660573,61777,11059.13,186.64,1.688,92.0,98.31
2023-12-17,United States,North America,331000000,26566,544,3687139,62321,11139.39,188.28,1.69,92.0,98.31
2023-12-24,United States,North America,331000000,18582,150,3705721,62471,11195.53,188.73,1.686,92.0,98.31
2023-12-31,United States,North America,331000000,16410,279,3722131,62750,11245.11,189.58,1.686,92.0,98.31
2020-01-05,Brazil,South America,213000000,7708,71,7708,71,36.19,0.33,0.921,0.0,99.08
2020-01-12,Brazil,South America,213000000,8949,146,16657,217,78.2,1.02,1.303,0.0,98.7
2020-01-19,Brazil,South America,213000000,7740,139,24397,356,114.54,1.67,1.459,0.0,98.54
2020-01-26,Brazil,South America,213000000,9874,137,34271,493,160.9,2.31,1.439,0.0,98.56
2020-02-02,Brazil,South America,213000000,9616,169,43887,662,206.04,3.11,1.508,0.0,98.49
2020-02-09,Brazil,South America,213000000,7829,179,51716,841,242.8,3.95,1.626,0.0,98.37
2020-02-16,Brazil,South America,213000000,11202,215,62918,1056,295.39,4.96,1.678,0.0,98.32
2020-02-23,Brazil,South America,213000000,11980,272,74898,1328,351.63,6.23,1.773,0.0,98.23
2020-03-01,Brazil,South America,213000000,11562,257,86460,1585,405.92,7.44,1.833,0.0,98.17
2020-03-08,Brazil,South America,213000000,11905,232,98365,1817,461.81,8.53,1.847,0.0,98.15
2020-03-15,Brazil,South America,213000000,11779,244,110144,2061,517.11,9.68,1.871,0.0,98.13
2020-03-22,Brazil,South America,213000000,9012,207,119156,2268,559.42,10.65,1.903,0.0,98.1
2020-03-29,Brazil,South America,213000000,14256,121,133412,2389,626.35,11.22,1.791,0.0,98.21
2020-04-05,Brazil,South America,213000000,14299,145,147711,2534,693.48,11.9,1.716,0.0,98.28
2020-04-12,Brazil,South America,213000000,11036,227,158747,2761,745.29,12.96,1.739,0.0,98.26
2020-04-19,Brazil,South America,213000000,9970,218,168717,2979,792.1,13.99,1.766,0.0,98.23
2020-04-26,Brazil,South America,213000000,15313,254,184030,3233,863.99,15.18,1.757,0.0,98.24
2020-05-03,Brazil,South America,213000000,9150,117,193180,3350,906.95,15.73,1.734,0.0,98.27
2020-05-10,Brazil,South America,213000000,14138,348,207318,3698,973.32,17.36,1.784,0.0,98.22
2020-05-17,Brazil,South America,213000000,14462,179,221780,3877,1041.22,18.2,1.748,0.0,98.25
2020-05-24,Brazil,South America,213000000,14663,251,236443,4128,1110.06,19.38,1.746,0.0,98.25
2020-05-31,Brazil,South America,213000000,16023,157,252466,4285,1185.29,20.12,1.697,0.0,98.3
2020-06-07,Brazil,South America,213000000,16014,275,268480,4560,1260.47,21.41,1.698,0.0,98.3
2020-06-14,Brazil,South America,213000000,17824,246,286304,4806,1344.15,22.56,1.679,0.0,98.32
2020-06-21,Brazil,South America,213000000,15146,361,301450,5167,1415.26,24.26,1.714,0.0,98.29
2020-06-28,Brazil,South America,213000000,10727,256,312177,5423,1465.62,25.46,1.737,0.0,98.26
2020-07-05,Brazil,South America,213000000,15713,143,327890,5566,1539.39,26.13,1.698,0.0,98.3
2020-07-12,Brazil,South America,213000000,12444,249,340334,5815,1597.81,27.3,1.709,0.0,98.29
2020-07-19,Brazil,South America,213000000,10453,187,350787,6002,1646.89,28.18,1.711,0.0,98.29
2020-07-26,Brazil,South America,213000000,12779,237,363566,6239,1706.88,29.29,1.716,0.0,98.28
2020-08-02,Brazil,South America,213000000,10199,232,373765,6471,1754.77,30.38,1.731,0.0,98.27
2020-08-09,Brazil,South America,213000000,17894,437,391659,6908,1838.77,32.43,1.764,0.0,98.24
2020-08-16,Brazil,South America,213000000,15897,162,407556,7070,1913.41,33.19,1.735,0.0,98.27
2020-08-23,Brazil,South America,213000000,15815,133,423371,7203,1987.66,33.82,1.701,0.0,98.3
2020-08-30,Brazil,South America,213000000,9655,130,433026,7333,2032.99,34.43,1.693,0.0,98.31
2020-09-06,Brazil,South America,213000000,13265,279,446291,7612,2095.26,35.74,1.706,0.0,98.29
2020-09-13,Brazil,South America,213000000,14599,227,460890,7839,2163.8,36.8,1.701,0.0,98.3
2020-09-20,Brazil,South America,213000000,11171,278,472061,8117,2216.25,38.11,1.719,0.0,98.28
2020-09-27,Brazil,South America,213000000,12116,189,484177,8306,2273.13,39.0,1.715,0.0,98.28
2020-10-04,Brazil,South America,213000000,9903,213,494080,8519,2319.62,40.0,1.724,0.0,98.28
2020-10-11,Brazil,South America,213000000,13522,158,507602,8677,2383.11,40.74,1.709,0.0,98.29
2020-10-18,Brazil,South America,213000000,8843,173,516445,8850,2424.62,41.55,1.714,0.0,98.29
2020-10-25,Brazil,South America,213000000,12528,158,528973,9008,2483.44,42.29,1.703,0.0,98.3
2020-11-01,Brazil,South America,213000000,14115,149,543088,9157,2549.71,42.99,1.686,0.0,98.31
2020-11-08,Brazil,South America,213000000,10299,247,553387,9404,2598.06,44.15,1.699,0.0,98.3
2020-11-15,Brazil,South America,213000000,9844,185,563231,9589,2644.28,45.02,1.702,0.0,98.3
2020-11-22,Brazil,South America,213000000,9320,118,572551,9707,2688.03,45.57,1.695,0.0,98.31
2020-11-29,Brazil,South America,213000000,12260,183,584811,9890,2745.59,46.43,1.691,0.0,98.31
2020-12-06,Brazil,South America,213000000,11196,133,596007,10023,2798.15,47.06,1.682,0.0,98.32
2020-12-13,Brazil,South America,213000000,7114,60,603121,10083,2831.55,47.34,1.672,0.0,98.33
2020-12-20,Brazil,South America,213000000,8855,126,611976,10209,2873.13,47.93,1.668,0.0,98.33
2020-12-27,Brazil,South America,213000000,9293,149,621269,10358,2916.76,48.63,1.667,0.0,98.33
2021-01-03,Brazil,South America,213000000,9122,101,630391,10459,2959.58,49.1,1.659,0.0,98.34
2021-01-10,Brazil,South America,213000000,8066,171,638457,10630,2997.45,49.91,1.665,0.0,98.33
2021-01-17,Brazil,South America,213000000,7065,157,645522,10787,3030.62,50.64,1.671,0.0,98.33
2021-01-24,Brazil,South America,213000000,6407,119,651929,10906,3060.7,51.2,1.673,0.0,98.33
2021-01-31,Brazil,South America,213000000,3887,33,655816,10939,3078.95,51.36,1.668,0.0,98.33
2021-02-07,Brazil,South America,213000000,5557,102,661373,11041,3105.04,51.84,1.669,0.0,98.33
